datetime,implied_volatility
2022-09-20,71.09533105904666
2022-09-21,76.31700582859685
2022-09-22,77.01695722607121
2022-09-23,75.23996892956495
2022-09-24,74.66009132377405
2022-09-25,73.51742891105792
2022-09-26,76.27453285580741
2022-09-27,76.8750486680832
2022-09-28,77.20154184814197
2022-09-29,79.60167763110918
2022-09-30,77.65921701268348
2022-10-01,74.19811068252993
2022-10-02,73.3143448642552
2022-10-03,77.52711105925077
2022-10-04,70.65841434891496
2022-10-05,71.72180278509782
2022-10-06,72.19460420649348
2022-10-07,70.75421113933615
2022-10-08,67.5613856422804
2022-10-09,66.06974898414603
2022-10-10,68.83986199170361
2022-10-11,70.4953530085598
2022-10-12,72.04825282341105
2022-10-13,71.69993406724491
2022-10-14,67.42363452509817
2022-10-15,64.53007929294895
2022-10-16,64.3234690864183
2022-10-17,64.55097086442082
2022-10-18,62.67202026648601
2022-10-19,63.7482040213191
2022-10-20,63.33432623240414
2022-10-21,63.1642853580053
2022-10-22,64.11435459847222
2022-10-23,64.20323196981575
2022-10-24,65.96269282066226
2022-10-25,66.3998998265073
2022-10-26,67.94542213020634
2022-10-27,68.24288734654516
2022-10-28,63.52232799343091
2022-10-29,56.95512822730784
2022-10-30,59.31637099094964
2022-10-31,61.74230566225035
2022-11-01,60.49336373836004
2022-11-02,61.53870422514751
2022-11-03,57.31357995630528
2022-11-04,54.96877567921574
2022-11-05,54.78076854281226
2022-11-06,56.2881324951156
2022-11-07,57.25388459203995
2022-11-08,59.86041519678583
2022-11-09,77.35051848185775
2022-11-10,105.06911314409327
2022-11-11,89.51274085159262
2022-11-12,94.7513906551261
2022-11-13,93.32356188955411
2022-11-14,96.62198888830386
2022-11-15,89.42596712215321
2022-11-16,83.24507382637051
2022-11-17,87.76335937717421
2022-11-18,81.30457252282048
2022-11-19,79.26208693561797
2022-11-20,76.86081967354117
2022-11-21,86.77613774225095
2022-11-22,87.42765923043603
2022-11-23,85.429401416275
2022-11-24,80.10924096751214
2022-11-25,76.86499858912742
2022-11-26,69.98054997543817
2022-11-27,70.26943266990688
2022-11-28,71.8723525209509
2022-11-29,73.32463644477514
2022-11-30,70.03679780605442
2022-12-01,69.63071212647998
2022-12-02,65.54712908862862
2022-12-03,62.85597613453696
2022-12-04,65.0979880659764
2022-12-05,65.6786602588184
2022-12-06,63.65227280792022
2022-12-07,63.55864041470526
2022-12-08,65.93543541472181
2022-12-09,61.111469935137706
2022-12-10,65.15275765464617
2022-12-11,65.27615081032594
2022-12-12,67.70432991005877
2022-12-13,66.81310530045887
2022-12-14,65.25409509067227
2022-12-15,60.12165457056169
2022-12-16,62.896064340688476
2022-12-17,68.76590728829089
2022-12-18,67.48383040627543
2022-12-19,71.24367097464291
2022-12-20,68.6451909293037
2022-12-21,64.68688309725412
2022-12-22,63.469079350181026
2022-12-23,61.626523581920914
2022-12-24,59.194534023051425
2022-12-25,57.85223364150469
2022-12-26,58.953582080810975
2022-12-27,57.21270327336841
2022-12-28,58.100964302892535
2022-12-29,61.64331401895296
2022-12-30,58.66167813547679
2022-12-31,54.11031245321365
2023-01-01,51.93795549002888
2023-01-02,50.32630163326852
2023-01-03,52.59196010117066
2023-01-04,51.6083796477649
2023-01-05,48.59370793907757
2023-01-06,47.06222322109966
2023-01-07,45.70788860286063
2023-01-08,44.36581749752978
2023-01-09,45.821500781529394
2023-01-10,47.146701653375466
2023-01-11,47.96823809775897
2023-01-12,50.29031636968436
2023-01-13,54.322891377743346
2023-01-14,63.41420136864099
2023-01-15,75.61807026056503
2023-01-16,71.74181856938294
2023-01-17,67.63152888907126
2023-01-18,65.77253424960615
2023-01-19,65.76092174105536
2023-01-20,59.90884202944861
2023-01-21,61.68954556829937
2023-01-22,67.90017580824171
2023-01-23,64.54896271797371
2023-01-24,67.4489947305633
2023-01-25,64.06720577059643
2023-01-26,63.69293918959882
2023-01-27,59.823264112329525
2023-01-28,58.110050034813376
2023-01-29,57.39548501169386
2023-01-30,61.079321787783826
2023-01-31,58.69046762497303
2023-02-01,60.933931428288886
2023-02-02,59.938656767114516
2023-02-03,59.70005110686593
2023-02-04,55.95189590476749
2023-02-05,56.5109856964682
2023-02-06,57.69532433640826
2023-02-07,56.93037974896007
2023-02-08,55.73488043708258
2023-02-09,55.452698506618106
2023-02-10,55.14876013762553
2023-02-11,51.723521606758496
2023-02-12,49.95621879325821
2023-02-13,49.76325364958235
2023-02-14,53.11290984742144
2023-02-15,51.444665597712344
2023-02-16,55.1633860007134
2023-02-17,61.30855210247662
2023-02-18,63.332290338975625
2023-02-19,61.37125660701177
2023-02-20,62.30456638451106
2023-02-21,63.161003921396144
2023-02-22,63.81163062895282
2023-02-23,59.135613448915855
2023-02-24,57.03419666335002
2023-02-25,52.44709899005734
2023-02-26,52.13490040749353
2023-02-27,52.92328952815316
2023-02-28,52.40675468856492
2023-03-01,52.17606170750497
2023-03-02,56.04837119979109
2023-03-03,55.89851750895679
2023-03-04,54.047647081376184
2023-03-05,54.25673211392653
2023-03-06,52.82772979419445
2023-03-07,53.77041610768282
2023-03-08,53.585169760309924
2023-03-09,52.675383881228846
2023-03-10,56.69758130198388
2023-03-11,56.9301753368894
2023-03-12,63.38685744582831
2023-03-13,63.91804326814847
2023-03-14,65.48949709147878
2023-03-15,66.84263395884228
2023-03-16,67.51959645796491
2023-03-17,65.44252069875101
2023-03-18,70.01153322230037
2023-03-19,71.14249928470932
2023-03-20,76.3217391652244
2023-03-21,71.32291864501394
2023-03-22,73.49978732273061
2023-03-23,67.39656337765541
2023-03-24,69.63680514664212
2023-03-25,68.67094528266048
2023-03-26,65.25893739031474
2023-03-27,66.90130724902318
2023-03-28,66.45843556726257
2023-03-29,64.016631662236
2023-03-30,67.97733246822384
2023-03-31,66.31553567647404
2023-04-01,62.16449469882963
2023-04-02,61.76555514741765
2023-04-03,62.995111996264086
2023-04-04,64.94035400804654
2023-04-05,62.65170051197698
2023-04-06,60.847812512484076
2023-04-07,60.08170352935074
2023-04-08,57.42592795882676
2023-04-09,58.258860968611906
2023-04-10,61.366524757476284
2023-04-11,65.14727483830353
2023-04-12,62.68593829261094
2023-04-13,58.66851024575548
2023-04-14,58.242156644237916
2023-04-15,56.32455526489456
2023-04-16,56.36819241310852
2023-04-17,58.91690626501652
2023-04-18,58.4609654765478
2023-04-19,58.26858764159736
2023-04-20,58.3030204274709
2023-04-21,58.940442848927646
2023-04-22,57.6375716604404
2023-04-23,57.81331370738197
2023-04-24,57.588741146272596
2023-04-25,56.27413920949865
2023-04-26,56.35923542067498
2023-04-27,58.93063562505632
2023-04-28,58.55990997694818
2023-04-29,53.997830521615555
2023-04-30,53.74654907138614
2023-05-01,55.97114189490037
2023-05-02,56.285448123659684
2023-05-03,56.70405552051969
2023-05-04,56.00882396987984
2023-05-05,54.32401866287206
2023-05-06,54.08202288026084
2023-05-07,53.24241843082821
2023-05-08,54.06710615731021
2023-05-09,54.06931972595936
2023-05-10,54.80358015814774
2023-05-11,53.52570893868624
2023-05-12,55.00971362499989
2023-05-13,53.18567117377654
2023-05-14,51.23792249234968
2023-05-15,51.001042741912215
2023-05-16,54.80490534502792
2023-05-17,52.898371955620874
2023-05-18,52.599627541184624
2023-05-19,49.895545921975554
2023-05-20,49.28152009264527
2023-05-21,49.07170805230254
2023-05-22,49.78914670942631
2023-05-23,50.45681731708698
2023-05-24,52.95622510809089
2023-05-25,54.36864990040944
2023-05-26,51.455588456170766
2023-05-27,48.501970598389846
2023-05-28,46.85779703624925
2023-05-29,53.2448870841537
2023-05-30,50.61405554446608
2023-05-31,48.33130769502086
2023-06-01,47.80246532497437
2023-06-02,46.06692507598152
2023-06-03,45.418907612692166
2023-06-04,44.19642622388028
2023-06-05,45.77157216168434
2023-06-06,43.27146926388515
2023-06-07,46.62312661637307
2023-06-08,47.897684939984146
2023-06-09,44.36553722195503
2023-06-10,43.63471034222993
2023-06-11,46.33366854551502
2023-06-12,45.82623597971786
2023-06-13,49.638413703543385
2023-06-14,48.28380123780434
2023-06-15,48.35050426903908
2023-06-16,50.96000504890069
2023-06-17,48.444120296460106
2023-06-18,45.81208726829814
2023-06-19,48.342984124674935
2023-06-20,47.814809959635504
2023-06-21,55.97199443284416
2023-06-22,58.78935809675006
2023-06-23,54.66707364748491
2023-06-24,56.03537375156896
2023-06-25,52.7787825823938
2023-06-26,53.02751114438142
2023-06-27,52.773062499567224
2023-06-28,51.55828566539764
2023-06-29,50.91642074391937
2023-06-30,46.62755588448109
2023-07-01,48.02200031960487
2023-07-02,48.437621638505085
2023-07-03,49.842091268587424
2023-07-04,51.28264551917313
2023-07-05,48.81562095864918
2023-07-06,48.65327480272577
2023-07-07,50.42538648784917
2023-07-08,47.37014612834249
2023-07-09,46.33945847005881
2023-07-10,46.17064023045786
2023-07-11,46.5423821144626
2023-07-12,46.105171036321316
2023-07-13,43.25730509488845
2023-07-14,47.80416973657965
2023-07-15,44.14356418970067
2023-07-16,45.48450673306002
2023-07-17,44.498413792183364
2023-07-18,45.184435966187294
2023-07-19,45.11847192724752
2023-07-20,42.47040195404291
2023-07-21,43.838800378368596
2023-07-22,41.13461866554621
2023-07-23,41.118298797942245
2023-07-24,41.369623269565956
2023-07-25,40.74076652735082
2023-07-26,40.17196870460549
2023-07-27,40.909244861239785
2023-07-28,38.57912480654642
2023-07-29,38.03917878919339
2023-07-30,37.595569854889774
2023-07-31,39.208910198918986
2023-08-01,39.68913506876075
2023-08-02,39.510828823139896
2023-08-03,39.1035509970052
2023-08-04,38.632969583259644
2023-08-05,36.54080779397352
2023-08-06,36.37086104750798
2023-08-07,36.72564808727656
2023-08-08,39.04883585468785
2023-08-09,43.10126226217801
2023-08-10,41.293775718081974
2023-08-11,39.42601130847071
2023-08-12,35.182527237765136
2023-08-13,34.69836889698135
2023-08-14,36.267340351997575
2023-08-15,37.419348269938155
2023-08-16,37.27350782903177
2023-08-17,39.19019943971552
2023-08-18,54.65677706069011
2023-08-19,46.522827039781355
2023-08-20,46.07855158857537
2023-08-21,46.40911475404276
2023-08-22,46.06783539559566
2023-08-23,45.428305834463515
2023-08-24,46.961250922325995
2023-08-25,45.10052221464715
2023-08-26,39.06555607841563
2023-08-27,38.264381695640246
2023-08-28,38.863905647345426
2023-08-29,38.96204355625863
2023-08-30,43.34441805561297
2023-08-31,40.453039943501864
2023-09-01,38.42746562676412
2023-09-02,38.4608619940222
2023-09-03,37.554494398628044
2023-09-04,40.041500659773874
2023-09-05,40.94742682955733
2023-09-06,42.398265096672155
2023-09-07,41.9276856130017
2023-09-08,42.51044978357011
2023-09-09,42.794637924906574
2023-09-10,42.48900243581743
2023-09-11,43.51426550565151
2023-09-12,47.199030378132775
2023-09-13,46.22786155833453
2023-09-14,46.7668465401823
2023-09-15,45.02724733311137
2023-09-16,41.2108684820346
2023-09-17,41.29450359179903
2023-09-18,41.630663667706
2023-09-19,43.30970024380013
2023-09-20,44.209303101712074
2023-09-21,45.02989906400921
2023-09-22,45.060022656114704
2023-09-23,39.49252936453675
2023-09-24,39.840763434219284
2023-09-25,41.030783614329195
2023-09-26,41.409828669402835
2023-09-27,41.82217627766532
2023-09-28,39.426873783813015
2023-09-29,41.36819517405039
2023-09-30,35.70137850980102
2023-10-01,38.43926964601437
2023-10-02,39.8025371737044
2023-10-03,40.61177754040633
2023-10-04,40.201607792689465
2023-10-05,39.99915340484356
2023-10-06,38.72438817879769
2023-10-07,37.4829201768556
2023-10-08,39.549943921188394
2023-10-09,40.03117733031029
2023-10-10,39.31867605518868
2023-10-11,41.166326306259904
2023-10-12,40.554344602118505
2023-10-13,39.60821121283008
2023-10-14,37.92867238684058
2023-10-15,38.70527208058546
2023-10-16,40.199359199299224
2023-10-17,45.10380783547902
2023-10-18,43.31035418815434
2023-10-19,42.21635519484848
2023-10-20,41.55906451871692
2023-10-21,46.7271588184625
2023-10-22,48.578191080095735
2023-10-23,51.70082759806962
2023-10-24,59.169048887523715
2023-10-25,57.69937765177456
2023-10-26,61.55936905168099
2023-10-27,58.04391001420808
2023-10-28,49.812649589057024
2023-10-29,52.75243340554907
2023-10-30,57.05544429074758
2023-10-31,56.87262406422453
2023-11-01,57.52994553574153
2023-11-02,62.94981655082502
2023-11-03,62.5810782965706
2023-11-04,60.8479354436485
2023-11-05,65.17478388032174
2023-11-06,62.69939011558613
2023-11-07,59.807620501761704
2023-11-08,58.18256735485382
2023-11-09,60.40247596993531
2023-11-10,61.29968489624068
2023-11-11,59.686979039474465
2023-11-12,61.37776307553959
2023-11-13,61.43682496293602
2023-11-14,59.54595322407895
2023-11-15,59.176281080171776
2023-11-16,63.6453094464139
2023-11-17,58.90747714943829
2023-11-18,58.40035641807081
2023-11-19,56.9277857748943
2023-11-20,59.31069769658558
2023-11-21,60.517792990130346
2023-11-22,58.38639971167587
2023-11-23,58.15753504726352
2023-11-24,56.5113466165894
2023-11-25,56.46742833701632
2023-11-26,55.303650018229035
2023-11-27,55.92507372287879
2023-11-28,53.67129260806879
2023-11-29,53.2319055647528
2023-11-30,54.35741414106035
2023-12-01,52.07047066704029
2023-12-02,54.09588562803719
2023-12-03,55.83114934554266
2023-12-04,56.955620658891284
2023-12-05,58.031994690699385
2023-12-06,59.25629519913481
2023-12-07,57.35706473592683
2023-12-08,56.02370083267544
2023-12-09,57.41252368121488
2023-12-10,57.517117069878964
2023-12-11,58.55714021013792
2023-12-12,59.5514023454124
2023-12-13,57.533375225125326
2023-12-14,57.37568320241846
2023-12-15,57.45158899760624
2023-12-16,56.15877503982358
2023-12-17,55.85171877319984
2023-12-18,56.39490502882626
2023-12-19,57.95970664573433
2023-12-20,59.54897949626306
2023-12-21,60.16305455734137
2023-12-22,60.89333485332929
2023-12-23,60.22906374424025
2023-12-24,60.18345337090447
2023-12-25,62.31525061770174
2023-12-26,61.77938981986632
2023-12-27,62.875329362147916
2023-12-28,67.35409515728051
2023-12-29,66.6519692697926
2023-12-30,65.72658724098929
2023-12-31,66.2917852620458
2024-01-01,68.08505982927534
2024-01-02,69.85223373338732
2024-01-03,66.5338698442099
2024-01-04,67.8184291609345
2024-01-05,68.36356005522939
2024-01-06,70.76945781285619
2024-01-07,74.61445323752187
2024-01-08,75.19367440972967
2024-01-09,70.54485194379279
2024-01-10,67.78806086869291
2024-01-11,65.97503914927752
2024-01-12,61.17794786846561
2024-01-13,60.588011665539945
2024-01-14,58.010241872909184
2024-01-15,60.763703561466585
2024-01-16,59.31953537431415
2024-01-17,58.14475792466906
2024-01-18,53.75622031659654
2024-01-19,50.831000688770814
2024-01-20,50.00908663923346
2024-01-21,50.844436191960604
2024-01-22,50.42417829514455
2024-01-23,51.48517025675022
2024-01-24,52.68439024929902
2024-01-25,49.89364443109834
2024-01-26,47.66760057595534
2024-01-27,46.12530490772759
2024-01-28,45.313946930135025
2024-01-29,47.4420453405882
2024-01-30,47.54502518387419
2024-01-31,48.93398143138586
2024-02-01,48.00310742581426
2024-02-02,46.956503267486895
2024-02-03,44.323362918144134
2024-02-04,43.51535882361007
2024-02-05,44.535795139712334
2024-02-06,44.261855861882054
2024-02-07,44.80266850581399
2024-02-08,46.06663293447216
2024-02-09,47.116521128013304
2024-02-10,49.718573387765005
2024-02-11,51.86026821746806
2024-02-12,53.22284866951554
2024-02-13,56.306504730438846
2024-02-14,54.42650406850144
2024-02-15,57.29407489071803
2024-02-16,57.55460958584835
2024-02-17,56.85778943787195
2024-02-18,57.29071650671722
2024-02-19,58.52578353515442
2024-02-20,58.45444767304592
2024-02-21,57.65462336389696
2024-02-22,56.24516798757002
2024-02-23,57.75546187652575
2024-02-24,54.27368100157368
2024-02-25,56.58756818955529
2024-02-26,57.623017671117104
2024-02-27,58.98114736500668
2024-02-28,60.98984226824473
2024-02-29,70.41388273192595
2024-03-01,68.40146899954522
2024-03-02,67.41911615368268
2024-03-03,67.5633357214218
2024-03-04,73.76576218201983
2024-03-05,77.64145744739518
2024-03-06,76.6532959372177
2024-03-07,77.63879035665046
2024-03-08,72.81158029110505
2024-03-09,74.7119180870197
2024-03-10,77.39653303384284
2024-03-11,82.70620396418971
2024-03-12,85.4826418835651
2024-03-13,80.78354536230496
2024-03-14,80.00280464956302
2024-03-15,78.29329829940082
2024-03-16,79.6666013089359
2024-03-17,78.76240763469046
2024-03-18,79.25433616948655
2024-03-19,77.15549780515273
2024-03-20,80.04517767197096
2024-03-21,80.98220554133512
2024-03-22,78.80444682972325
2024-03-23,75.13090923687649
2024-03-24,76.08004493936437
2024-03-25,75.5848957671632
2024-03-26,79.01983301629232
2024-03-27,78.13106568502542
2024-03-28,78.74877170098313
2024-03-29,79.54960467367808
2024-03-30,75.55781119367995
2024-03-31,77.58405143181182
2024-04-01,78.80376224635704
2024-04-02,76.06336278262057
2024-04-03,76.67918474925476
2024-04-04,74.76595701585177
2024-04-05,74.76113907013828
2024-04-06,74.48363219963949
2024-04-07,74.80967286108046
2024-04-08,80.2086703848069
2024-04-09,78.97415625707788
2024-04-10,76.05765392034183
2024-04-11,74.85891507400575
2024-04-12,71.95386975815762
2024-04-13,69.38357625764148
2024-04-14,76.05608209470746
2024-04-15,74.86148037311108
2024-04-16,73.37127178924635
2024-04-17,73.82778721393815
2024-04-18,73.8044962632525
2024-04-19,73.08631060874634
2024-04-20,73.18575697824603
2024-04-21,74.49050817612553
2024-04-22,74.75919482643982
2024-04-23,71.82134041518744
2024-04-24,67.07092997603793
2024-04-25,65.30304893946558
2024-04-26,62.09307513121614
2024-04-27,57.390029607455105
2024-04-28,57.232605264448736
2024-04-29,59.158897268181136
2024-04-30,57.89287558644178
2024-05-01,62.85295360557637
2024-05-02,65.07220681419605
2024-05-03,59.625691577090564
2024-05-04,58.645796207353605
2024-05-05,59.09992216988172
2024-05-06,61.02008159561021
2024-05-07,57.921905364803685
2024-05-08,56.08075587529369
2024-05-09,57.557879821130165
2024-05-10,54.91868490278059
2024-05-11,56.7404583373042
2024-05-12,56.35019882820992
2024-05-13,56.946618644629645
2024-05-14,58.709238439263444
2024-05-15,58.72964360078845
2024-05-16,61.55534224039365
2024-05-17,60.52149291051033
2024-05-18,57.867426969779146
2024-05-19,59.37888221227803
2024-05-20,59.70350014119287
2024-05-21,63.799622348077264
2024-05-22,60.156981000177765
2024-05-23,57.214949867045775
2024-05-24,54.358795718205776
2024-05-25,53.21646288580598
2024-05-26,52.85609782212401
2024-05-27,54.449626787347626
2024-05-28,54.858343621255045
2024-05-29,56.50418810947437
2024-05-30,54.81874251239465
2024-05-31,55.179091234714264
2024-06-01,53.8078094305713
2024-06-02,52.60557456735969
2024-06-03,52.98269398147751
2024-06-04,54.46954554693225
2024-06-05,55.63717231844232
2024-06-06,56.9315033729633
2024-06-07,53.15865721974201
2024-06-08,51.0603985707105
2024-06-09,51.46265678916041
2024-06-10,53.18965720751757
2024-06-11,52.35864941137718
2024-06-12,54.42714368139572
2024-06-13,52.33737698171825
2024-06-14,51.96924070688641
2024-06-15,50.40693226408135
2024-06-16,49.84727940830448
2024-06-17,49.54638101723518
2024-06-18,50.763357644276795
2024-06-19,51.900818249781146
2024-06-20,50.54722506670689
2024-06-21,50.67199457830716
2024-06-22,49.172252295438334
2024-06-23,48.635067681064506
2024-06-24,50.091205290239294
2024-06-25,53.06208951531342
2024-06-26,49.762342306731924
2024-06-27,48.784684098080575
2024-06-28,49.86374374641208
2024-06-29,47.42767105908129
2024-06-30,44.719965455371494
2024-07-01,47.34192932709069
2024-07-02,46.36841050941888
2024-07-03,43.973916735995076
2024-07-04,46.87434200454728
2024-07-05,49.63860113366137
2024-07-06,51.869536557479
2024-07-07,51.33068258366039
2024-07-08,53.987977804708365
2024-07-09,53.573946649035
2024-07-10,52.43771894433132
2024-07-11,51.04979675572318
2024-07-12,50.947782372601125
2024-07-13,47.92318777766632
2024-07-14,50.834870613458015
2024-07-15,50.96909109558981
2024-07-16,56.6238215399045
2024-07-17,58.45688426837491
2024-07-18,60.635844728268594
2024-07-19,59.35913282110609
2024-07-20,62.39301701453323
2024-07-21,64.16352339567518
2024-07-22,67.36505226802548
2024-07-23,69.23362625965035
2024-07-24,65.95211254063439
2024-07-25,63.432582176396025
2024-07-26,64.00166458446705
2024-07-27,61.75508161169074
2024-07-28,56.74609144432527
2024-07-29,54.24872241820563
2024-07-30,53.33005458386523
2024-07-31,52.51797050708383
2024-08-01,50.630876302733476
2024-08-02,52.15207082507508
2024-08-03,53.72224061026901
2024-08-04,53.44400981307162
2024-08-05,58.574725209010346
2024-08-06,66.19552786718408
2024-08-07,64.85891444939872
2024-08-08,64.12654866801695
2024-08-09,59.33253166810593
2024-08-10,57.618480836584574
2024-08-11,58.865707802959754
2024-08-12,59.856626479754624
2024-08-13,60.01649144039488
2024-08-14,59.44894626768239
2024-08-15,58.16138187547957
2024-08-16,58.79871415440954
2024-08-17,55.529826403064455
2024-08-18,56.00554733755049
2024-08-19,57.807609235643454
2024-08-20,55.999516840215826
2024-08-21,56.440977244522294
2024-08-22,57.17431320462308
2024-08-23,56.8809325367282
2024-08-24,58.40722398861304
2024-08-25,57.73615136910303
2024-08-26,56.533276314553085
2024-08-27,53.67688470433766
2024-08-28,54.95380343665015
2024-08-29,55.466323265658666
2024-08-30,55.723308523560824
2024-08-31,54.78871581958214
2024-09-01,52.84575108688219
2024-09-02,56.6496500141212
2024-09-03,55.50911385636938
2024-09-04,57.619285985994395
2024-09-05,57.98981266161237
2024-09-06,59.63250745963534
2024-09-07,63.285154751589715
2024-09-08,62.39467248024489
2024-09-09,62.43401005105807
2024-09-10,61.14533523224315
2024-09-11,59.71674256741015
2024-09-12,57.20159567761824
2024-09-13,56.64627240682858
2024-09-14,55.10125133516367
2024-09-15,54.867596221847734
2024-09-16,55.85771372986306
2024-09-17,55.75730258432953
2024-09-18,55.92221056270138
2024-09-19,54.45393476196473
2024-09-20,54.757900843044915
2024-09-21,52.291778291607926
2024-09-22,53.39865733850717
2024-09-23,53.555181368689176
2024-09-24,52.7899277246121
2024-09-25,54.086035360580375
2024-09-26,52.2181239944123
2024-09-27,55.09098925324678
2024-09-28,54.582814611004714
2024-09-29,54.937385678935534
2024-09-30,56.3687563632386
2024-10-01,56.629939163990564
2024-10-02,58.819016991318094
2024-10-03,58.072460483871104
2024-10-04,59.281478733374705
2024-10-05,57.901267633950035
2024-10-06,57.53931606371163
2024-10-07,59.88342591554915
2024-10-08,58.56502654121859
2024-10-09,57.63890196127861
2024-10-10,58.742751021692484
2024-10-11,57.63486512306639
2024-10-12,59.30588238277379
2024-10-13,59.06527697516994
2024-10-14,59.20060469188751
2024-10-15,60.96131526111156
2024-10-16,61.18358921619165
2024-10-17,60.18370516571784
2024-10-18,59.06354879852539
2024-10-19,57.035410563923875
2024-10-20,56.84708396875404
2024-10-21,59.01918294039078
2024-10-22,57.74132165498792
2024-10-23,57.939089346069665
2024-10-24,58.3634002322481
2024-10-25,59.11054151610091
2024-10-26,59.97081922519026
2024-10-27,57.60633333903139
2024-10-28,59.42326151235019
2024-10-29,59.74193552726605
2024-10-30,62.26578488983815
2024-10-31,61.19632713871492
2024-11-01,60.71237247510914
2024-11-02,62.00616348050884
2024-11-03,62.52527007294434
2024-11-04,64.75622275825191
2024-11-05,67.52375025674567
2024-11-06,66.44561103680289
2024-11-07,58.112001516552525
2024-11-08,55.68676146950203
2024-11-09,51.59162549208519
2024-11-10,52.53127591914301
2024-11-11,55.10929220216767
2024-11-12,63.376460592745
2024-11-13,60.49097445380933
2024-11-14,61.394593338907356
2024-11-15,62.186634154294985
2024-11-16,59.02399982504518
2024-11-17,59.06056873894682
2024-11-18,59.69506964287996
2024-11-19,60.801106372927116
2024-11-20,61.2464692115831
2024-11-21,63.55753111913414
2024-11-22,64.36893826272669
2024-11-23,64.35694460352744
2024-11-24,64.63688529032723
2024-11-25,67.57582421542102
2024-11-26,64.25475535315665
2024-11-27,65.64159528093413
2024-11-28,63.2042825326869
2024-11-29,61.024254997240234
2024-11-30,58.772194246700614
2024-12-01,57.78912104380609
